instance_id,framework,language,repository,seed_path,defects,reported_defects,unreported_defects,defect_type_tags,f2p_checkpoints,p2p_checkpoints,total_checkpoints,verifier_timeout_sec,gold_patch_files,gold_patch_changed_lines,score_qwen3_8_max,f2p_rate_qwen3_8_max,p2p_rate_qwen3_8_max,build_failed_qwen3_8_max,score_qwen3_6_flash,f2p_rate_qwen3_6_flash,p2p_rate_qwen3_6_flash,build_failed_qwen3_6_flash
repair-svelte__svelte-tablecn-01,svelte,javascript,itisyb/svelte-tablecn,repo/svelte/svelte-tablecn,12,7,5,12,12,28,40,1500.0,6,25,,,,,,,,
repair-svelte__svelte-tower-defence-01,svelte,typescript,svelte/svelte-tower-defence,repo/svelte/svelte-tower-defence,13,7,6,10,14,12,26,900.0,10,26,41.67,0.5,0.8333,False,41.67,0.5,0.8333,False
repair-svelte__svelte-video-editor-01,svelte,typescript,svelte/svelte-video-editor,repo/svelte/svelte-video-editor,13,7,6,7,13,12,25,900.0,8,25,61.54,0.6154,1,False,53.85,0.5385,1,False
repair-svelte__svelteforge-admin-01,svelte,typescript,svelte/svelteforge-admin,repo/svelte/svelteforge-admin,11,5,6,11,12,23,35,1800.0,7,20,41.67,0.4167,1,False,25,0.25,1,False
repair-svelte__sveltemark-01,svelte,typescript,svelte/sveltemark,repo/svelte/sveltemark,13,7,6,8,13,13,26,900.0,8,31,45.56,0.5385,0.8462,False,52.07,0.6154,0.8462,False
repair-svelte__visual-sorting-01,svelte,javascript,svelte/visual-sorting,repo/svelte/visual-sorting,14,0,0,5,19,38,57,900.0,6,47,0,0,0.9211,False,0,0,0.9211,False
repair-svelte__win11-svelte-01,svelte,typescript,svelte/win11-svelte,repo/svelte/win11-svelte,13,7,6,13,13,13,26,900.0,11,28,49.7,0.5385,0.9231,False,28.4,0.3077,0.9231,False
repair-svelte__wolfensvelte-01,svelte,typescript,svelte/wolfensvelte,repo/svelte/wolfensvelte,13,7,6,13,13,13,26,900.0,8,26,49.7,0.5385,0.9231,False,35.5,0.3846,0.9231,False
repair-svelte__word-peaks-01,svelte,typescript,svelte/word-peaks,repo/svelte/word-peaks,12,7,5,10,12,11,23,900.0,8,26,58.33,0.5833,1,False,25,0.25,1,False
repair-svelte__wordle-mikhad-01,svelte,typescript,svelte/wordle-mikhad,repo/svelte/wordle-mikhad,12,5,7,9,14,22,36,900.0,8,25,45.45,0.5,0.9091,False,40.91,0.4286,0.9545,False
repair-vanilla__1255-burgomaster-01,vanilla,javascript,vanilla/1255-burgomaster,repo/vanilla/1255-burgomaster,12,7,5,12,12,23,35,900.0,12,26,50,0.5,1,False,50,0.5,1,False
repair-vanilla__BlackJackJs-01,vanilla,javascript,Oli8/BlackJackJs,repo/vanilla/BlackJackJs,12,6,6,12,12,24,36,1800.0,5,26,,,,,,,,
repair-vanilla__MineWorld-01,vanilla,javascript,vanilla/MineWorld,repo/vanilla/MineWorld,12,7,5,12,12,23,35,1800.0,5,28,41.67,0.4167,1,False,33.33,0.3333,1,False
repair-vanilla__PolyPal-01,vanilla,javascript,vanilla/PolyPal,repo/vanilla/PolyPal,12,7,5,12,12,18,30,900.0,7,23,41.67,0.4167,1,False,50,0.5,1,False
repair-vanilla__VvvebJs-01,vanilla,javascript,vanilla/VvvebJs,repo/vanilla/VvvebJs,12,7,5,11,13,15,28,1500.0,6,28,0,0,0.1333,False,12.31,0.1538,0.8,False
repair-vanilla__aisandboxgame-01,vanilla,javascript,hayowei/aisandboxgame,repo/vanilla/aisandboxgame,12,7,5,12,12,20,32,900.0,6,23,,,,,,,,
repair-vanilla__annihilate-01,vanilla,javascript,vanilla/annihilate,repo/vanilla/annihilate,12,7,5,12,12,17,29,900.0,9,25,27.45,0.3333,0.8235,False,29.41,0.4167,0.7059,False
repair-vanilla__audiomass-01,vanilla,javascript,vanilla/audiomass,repo/vanilla/audiomass,13,7,6,8,12,18,30,900.0,6,53,51.85,0.5833,0.8889,False,41.67,0.5,0.8333,False
repair-vanilla__beepbox-01,vanilla,typescript,vanilla/beepbox,repo/vanilla/beepbox,12,6,6,11,12,12,24,900.0,6,32,45.83,0.5,0.9167,False,0,,,True
repair-vanilla__charlie-01,vanilla,typescript,thi-ng/charlie,repo/vanilla/charlie,12,7,5,12,12,13,25,1800.0,5,22,,,,,,,,
repair-vanilla__cherry-markdown-01,vanilla,javascript,vanilla/cherry-markdown,repo/vanilla/cherry-markdown,12,7,5,12,12,14,26,900.0,13,37,58.33,0.5833,1,False,58.33,0.5833,1,False
repair-vanilla__cm-chessboard-01,vanilla,javascript,shaack/cm-chessboard,repo/vanilla/cm-chessboard,12,7,5,12,12,21,33,1800.0,9,24,58.33,0.5833,1,False,47.62,0.5,0.9524,False
repair-vanilla__codersquiz-01,vanilla,javascript,qbentil/codersquiz,repo/vanilla/codersquiz,12,7,5,12,12,23,35,2400.0,4,25,,,,,,,,
repair-vanilla__cursedSouls-01,vanilla,javascript,Bozar/cursedSouls,repo/vanilla/cursedSouls,12,7,5,12,12,20,32,900.0,5,24,58.33,0.5833,1,False,55.42,0.5833,0.95,False
repair-vanilla__dead-valley-01,vanilla,javascript,vanilla/dead-valley,repo/vanilla/dead-valley,12,7,5,12,12,25,37,1800.0,12,31,58.33,0.5833,1,False,40,0.4167,0.96,False
repair-vanilla__domestic-cat-01,vanilla,javascript,lytexdev/Domestic-Cat,repo/vanilla/domestic-cat,12,6,6,12,12,22,34,1800.0,6,24,,,,,,,,
repair-vanilla__esp32-webStudio-IDE-01,vanilla,javascript,0xRadicalEd/esp32-webStudio-IDE,repo/vanilla/esp32-webStudio-IDE,12,6,6,12,12,29,41,900.0,3,33,58.33,0.5833,1,False,58.33,0.5833,1,False
repair-vanilla__fifteen-puzzle-maker-01,vanilla,javascript,vanilla/fifteen-puzzle-maker,repo/vanilla/fifteen-puzzle-maker,12,7,5,12,12,18,30,780.0,2,26,78.7,0.8333,0.9444,False,70.83,0.75,0.9444,False
repair-vanilla__gomoku-ai-01,vanilla,javascript,kevin2014123/gomoku-ai,repo/vanilla/gomoku-ai,12,7,5,12,12,20,32,900.0,3,107,,,,,,,,
repair-vanilla__hextris-game-01,vanilla,javascript,Krypto-etox/hextris-game,repo/vanilla/hextris-game,12,7,5,12,12,32,44,1800.0,6,24,,,,,,,,
repair-vanilla__hk-dashboard-01,vanilla,javascript,Jermen592/hk-dashboard,repo/vanilla/hk-dashboard,12,7,5,12,12,25,37,1800.0,7,24,50,0.5,1,False,50,0.5,1,False
repair-vanilla__isaac-webgame-01,vanilla,javascript,vanilla/isaac-webgame,repo/vanilla/isaac-webgame,12,7,5,12,12,30,42,900.0,6,29,50,0.5,1,False,41.67,0.4167,1,False
repair-vanilla__js-chess-game-01,vanilla,javascript,vanilla/js-chess-game,repo/vanilla/js-chess-game,12,8,4,12,12,28,40,900.0,4,29,41.67,0.4167,1,False,50,0.5,1,False
repair-vanilla__js-like-01,vanilla,javascript,vanilla/js-like,repo/vanilla/js-like,12,5,7,12,12,22,34,2400.0,10,22,,,,,,,,
repair-vanilla__js-minecraft-01,vanilla,javascript,vanilla/js-minecraft,repo/vanilla/js-minecraft,12,7,5,12,12,17,29,900.0,11,24,58.33,0.5833,1,False,33.33,0.3333,1,False
repair-vanilla__jsminesweeper-01,vanilla,javascript,vanilla/jsminesweeper,repo/vanilla/jsminesweeper,12,7,5,12,12,18,30,1800.0,6,34,41.67,0.4167,1,False,9.26,0.1667,0.5556,False
repair-vanilla__json-editor-01,vanilla,javascript,vanilla/json-editor,repo/vanilla/json-editor,12,7,5,12,12,14,26,900.0,9,23,46.43,0.5,0.9286,False,0,0,0.0714,False
repair-vanilla__jspaint-01,vanilla,javascript,vanilla/jspaint,repo/vanilla/jspaint,12,6,6,11,17,27,44,900.0,4,33,16.34,0.1765,0.9259,False,5.66,0.1176,0.4815,False
repair-vanilla__k-quiz-01,vanilla,javascript,SimranS22/K-Quiz,repo/vanilla/k-quiz,12,7,5,9,12,20,32,900.0,7,28,,,,,,,,
repair-vanilla__kaboom-game-01,vanilla,javascript,vanilla/kaboom-game,repo/vanilla/kaboom-game,12,7,5,12,12,21,33,1080.0,4,31,50,0.5,1,False,33.33,0.3333,1,False
repair-vanilla__life-simulator-01,vanilla,javascript,robert1811/life-simulator,repo/vanilla/life-simulator,12,7,5,12,12,25,37,1800.0,6,53,,,,,,,,
repair-vanilla__luckysheet-01,vanilla,javascript,vanilla/luckysheet,repo/vanilla/luckysheet,12,7,5,12,12,18,30,900.0,9,32,24.07,0.3333,0.7222,False,37.04,0.4167,0.8889,False
repair-vanilla__mapdraw-01,vanilla,javascript,mapdraw/mapdraw,repo/vanilla/mapdraw,12,7,5,12,12,30,42,1800.0,6,25,66.67,0.6667,1,False,41.67,0.4167,1,False
repair-vanilla__mario-maker-01,vanilla,javascript,pratishshr/mario-maker,repo/vanilla/mario-maker,12,6,6,12,12,23,35,900.0,12,24,,,,,,,,
repair-vanilla__markdown-viewer-01,vanilla,javascript,vanilla/markdown-viewer,repo/vanilla/markdown-viewer,12,7,5,12,12,12,24,900.0,4,23,,,,,,,,
repair-vanilla__method-draw-01,vanilla,javascript,vanilla/method-draw,repo/vanilla/method-draw,12,7,5,12,12,14,26,900.0,10,21,54.17,0.5833,0.9286,False,54.17,0.5833,0.9286,False
repair-vanilla__minesweeper-nickarocho-01,vanilla,javascript,nickarocho/minesweeper,repo/vanilla/minesweeper,12,0,0,12,12,20,32,1800.0,4,25,100,1,1,False,91.67,0.9167,1,False
repair-vanilla__mini-militia-01,vanilla,javascript,vanilla/mini-militia,repo/vanilla/mini-militia,12,7,5,12,12,20,32,1800.0,9,38,50,0.5,1,False,50,0.5,1,False
repair-vanilla__mini-padder-01,vanilla,javascript,Dinir/mini-padder,repo/vanilla/mini-padder,12,7,5,12,12,20,32,900.0,6,25,50,0.5,1,False,58.33,0.5833,1,False
repair-vanilla__minimal-notes-01,vanilla,javascript,vladocar/Minimal-Notes,repo/vanilla/minimal-notes,12,6,6,12,12,18,30,900.0,3,27,,,,,,,,
repair-vanilla__minipaint-01,vanilla,javascript,vanilla/minipaint,repo/vanilla/minipaint,17,0,0,5,27,60,87,900.0,13,57,37.04,0.3704,1,False,0,0,0.1333,False
repair-vanilla__modern-portfolio-website-template-01,vanilla,javascript,vanilla/modern-portfolio-website-template,repo/vanilla/modern-portfolio-website-template,12,7,5,12,12,20,32,1800.0,3,34,60,0.6667,0.9,False,46.67,0.5833,0.8,False
repair-vanilla__mogul-christmas-01,vanilla,javascript,KendallDoesCoding/mogul-christmas,repo/vanilla/mogul-christmas,12,7,5,12,12,13,25,1800.0,5,23,,,,,,,,
repair-vanilla__monopoly-vanilla-01,vanilla,javascript,vanilla/monopoly-vanilla,repo/vanilla/monopoly-vanilla,12,6,6,12,12,18,30,900.0,3,44,50,0.5,1,False,47.22,0.5,0.9444,False
repair-vanilla__moon-rover-01,vanilla,javascript,vanilla/moon-rover,repo/vanilla/moon-rover,12,7,5,12,12,19,31,2400.0,7,27,50,0.5,1,False,50,0.5,1,False
repair-vanilla__moovie.js-01,vanilla,javascript,BMSVieira/moovie.js,repo/vanilla/moovie.js,12,6,6,12,12,22,34,1800.0,3,24,,,,,,,,
repair-vanilla__mtr-pids-01,vanilla,javascript,HKTSS/mtr-pids,repo/vanilla/mtr-pids,12,6,6,12,12,20,32,1800.0,6,25,,,,,,,,
repair-vanilla__neovid-01,vanilla,javascript,vanilla/neovid,repo/vanilla/neovid,12,7,5,12,12,20,32,1800.0,4,25,66.67,0.6667,1,False,2.08,0.0833,0.25,False
repair-vanilla__not-my-cows-01,vanilla,javascript,vanilla/not-my-cows,repo/vanilla/not-my-cows,12,7,5,12,12,17,29,900.0,1,26,,,,,,,,
repair-vanilla__organya-js-01,vanilla,javascript,vanilla/organya-js,repo/vanilla/organya-js,12,7,5,12,12,16,28,1800.0,3,27,36.46,0.4167,0.875,False,43.75,0.5,0.875,False
repair-vanilla__ouro-01,vanilla,javascript,vanilla/ouro,repo/vanilla/ouro,12,7,5,12,12,11,23,900.0,6,32,,,,,,,,
repair-vanilla__painter-01,vanilla,javascript,wangyuheng/painter,repo/vanilla/painter,12,7,5,12,12,20,32,900.0,11,30,52.5,0.5833,0.9,False,60,0.6667,0.9,False
repair-vanilla__piskel-01,vanilla,javascript,vanilla/piskel,repo/vanilla/piskel,12,7,5,12,14,22,36,1500.0,11,41,54.55,0.5714,0.9545,False,47.73,0.5,0.9545,False
repair-vanilla__pixel-paint-01,vanilla,javascript,vanilla/pixel-paint,repo/vanilla/pixel-paint,12,7,5,12,12,30,42,900.0,6,28,52.5,0.5833,0.9,False,52.5,0.5833,0.9,False
repair-vanilla__poker-01,vanilla,javascript,Tehes/poker,repo/vanilla/poker,12,6,6,12,12,31,43,1800.0,6,24,,,,,,,,
repair-vanilla__portfolio-2-01,vanilla,javascript,vanilla/portfolio-2,repo/vanilla/portfolio-2,12,7,5,12,12,10,22,900.0,6,38,,,,,,,,
repair-vanilla__portfolio-template-landing-page-01,vanilla,javascript,vanilla/portfolio-template-landing-page,repo/vanilla/portfolio-template-landing-page,12,7,5,12,12,12,24,900.0,4,24,,,,,,,,
repair-vanilla__progress-knight-01,vanilla,javascript,vanilla/progress-knight,repo/vanilla/progress-knight,12,7,5,12,12,29,41,900.0,4,29,41.67,0.4167,1,False,26.44,0.3333,0.7931,False
repair-vanilla__pulseq-01,vanilla,javascript,vanilla/pulseq,repo/vanilla/pulseq,12,7,5,12,12,22,34,1800.0,8,38,47.73,0.5,0.9545,False,45.45,0.5,0.9091,False
repair-vanilla__realworld-wc-01,vanilla,javascript,vanilla/realworld-wc,repo/vanilla/realworld-wc,12,7,5,12,17,23,40,1500.0,11,32,48.34,0.5294,0.913,False,52.94,0.5294,1,False
repair-vanilla__retropad-editor-01,vanilla,javascript,Valent-in/retropad-editor,repo/vanilla/retropad-editor,12,6,6,12,12,22,34,1800.0,3,24,,,,,,,,
repair-vanilla__slickgrid-01,vanilla,typescript,vanilla/slickgrid,repo/vanilla/slickgrid,12,6,6,12,12,21,33,1800.0,7,25,50,0.5,1,False,39.68,0.4167,0.9524,False
repair-vanilla__slot-game-01,vanilla,javascript,vanilla/slot-game,repo/vanilla/slot-game,12,6,6,12,12,21,33,1800.0,7,26,58.33,0.5833,1,False,42.86,0.5,0.8571,False
repair-vanilla__slugg-01,vanilla,javascript,vanilla/slugg,repo/vanilla/slugg,12,7,5,12,12,30,42,900.0,8,24,,,,,,,,
repair-vanilla__snake-vanilla-01,vanilla,javascript,SunQQQ/snake,repo/vanilla/snake,12,6,6,12,12,22,34,1200.0,4,24,,,,,,,,
repair-vanilla__spotify-clone-01,vanilla,javascript,ParthPipermintwala/Spotify-Clone,repo/vanilla/spotify-clone,12,7,5,12,12,19,31,1800.0,6,26,,,,,,,,
repair-vanilla__stampadia-generals-01,vanilla,javascript,kesiev/stampadia-generals,repo/vanilla/stampadia-generals,12,7,5,12,12,23,35,900.0,5,28,50,0.5,1,False,50,0.5,1,False
repair-vanilla__star-battle-01,vanilla,javascript,vanilla/star-battle,repo/vanilla/star-battle,12,7,5,12,12,27,39,900.0,8,29,75,0.75,1,False,58.33,0.5833,1,False
repair-vanilla__summernote-01,vanilla,javascript,vanilla/summernote,repo/vanilla/summernote,12,0,0,12,12,14,26,900.0,9,35,54.17,0.5833,0.9286,False,50,0.5833,0.8571,False
repair-vanilla__svgedit-01,vanilla,javascript,vanilla/svgedit,repo/vanilla/svgedit,12,0,0,10,13,25,38,1800.0,9,32,61.54,0.6154,1,False,0,0,0,False
repair-vanilla__svgomg-01,vanilla,javascript,vanilla/svgomg,repo/vanilla/svgomg,12,6,6,12,14,22,36,1500.0,9,27,50,0.5,1,False,34.09,0.3571,0.9545,False
repair-vanilla__taptaptap-01,vanilla,javascript,MahdiF/taptaptap,repo/vanilla/taptaptap,12,7,5,12,12,20,32,1800.0,3,30,,,,,,,,
repair-vanilla__tetris-01,vanilla,javascript,cgolden15/tetris,repo/vanilla/tetris,12,7,5,12,12,34,46,1800.0,7,24,,,,,,,,
repair-vanilla__thequizarms-01,vanilla,javascript,kera-cudmore/TheQuizArms,repo/vanilla/thequizarms,12,7,5,12,12,20,32,1800.0,5,24,,,,,,,,
repair-vanilla__toaster-01,vanilla,javascript,zombieFox/toaster,repo/vanilla/toaster,12,7,5,0,12,32,44,1800.0,6,26,,,,,,,,
repair-vanilla__tss-01,vanilla,javascript,vanilla/tss,repo/vanilla/tss,12,7,5,12,12,20,32,1800.0,6,31,49.58,0.5833,0.85,False,49.58,0.5833,0.85,False
repair-vanilla__uniquizzes-01,vanilla,javascript,dag7dev/UniQuizzes,repo/vanilla/uniquizzes,12,7,5,12,12,20,32,1800.0,3,24,,,,,,,,
repair-vanilla__urmusic-01,vanilla,javascript,nasso/urmusic,repo/vanilla/urmusic,12,7,5,12,12,42,54,1800.0,4,24,,,,,,,,
repair-vanilla__vditor-01,vanilla,typescript,vanilla/vditor,repo/vanilla/vditor,12,0,0,12,12,14,26,900.0,12,26,58.33,0.5833,1,False,35.71,0.4167,0.8571,False
repair-vanilla__weather-app-js-01,vanilla,javascript,alirezahoseini/Weather-App-JS,repo/vanilla/weather-app-js,12,7,5,12,12,20,32,1800.0,7,24,,,,,,,,
repair-vanilla__x-spreadsheet-01,vanilla,javascript,vanilla/x-spreadsheet,repo/vanilla/x-spreadsheet,12,7,5,10,16,21,37,900.0,8,36,67.86,0.75,0.9048,False,37.5,0.4375,0.8571,False
repair-vanilla__yet-another-idle-rpg-01,vanilla,javascript,vanilla/yet-another-idle-rpg,repo/vanilla/yet-another-idle-rpg,12,7,5,12,12,16,28,1800.0,5,30,58.33,0.5833,1,False,58.33,0.5833,1,False
repair-vanilla__zombie-hunter-01,vanilla,javascript,Milchreis/zombie-hunter,repo/vanilla/zombie-hunter,12,7,5,12,12,24,36,1800.0,8,24,,,,,,,,
repair-vue__admin-one-vue-tailwind-01,vue,javascript,vue/admin-one-vue-tailwind,repo/vue/admin-one-vue-tailwind,12,6,6,12,12,17,29,900.0,12,26,47.06,0.5,0.9412,False,33.33,0.3333,1,False
repair-vue__admin_vue3_vite-01,vue,javascript,vue/admin_vue3_vite,repo/vue/admin_vue3_vite,12,7,5,12,12,23,35,1800.0,12,24,,,,,,,,
repair-vue__architectui-vue-01,vue,javascript,vue/architectui-vue,repo/vue/architectui-vue,12,7,5,12,12,20,32,1260.0,10,25,,,,,,,,
repair-vue__arco-design-pro-vue-01,vue,javascript,vue/arco-design-pro-vue,repo/vue/arco-design-pro-vue,12,7,5,12,11,14,25,900.0,10,24,54.55,0.5455,1,False,45.45,0.4545,1,False
repair-vue__argon-dashboard-vue3-01,vue,typescript,vue/argon-dashboard-vue3,repo/vue/argon-dashboard-vue3,12,7,5,12,12,23,35,900.0,12,28,,,,,,,,
repair-vue__art-design-pro-01,vue,javascript,vue/art-design-pro,repo/vue/art-design-pro,12,6,6,12,11,10,21,900.0,10,31,36.36,0.3636,1,False,36.36,0.3636,1,False
repair-vue__avatar-maker-01,vue,javascript,vue/avatar-maker,repo/vue/avatar-maker,12,7,5,12,12,23,35,2400.0,9,24,,,,,,,,
repair-vue__ayanami-01,vue,typescript,vue/ayanami,repo/vue/ayanami,12,7,5,12,12,23,35,1800.0,10,24,,,,,,,,
repair-vue__bitmappery-01,vue,javascript,vue/bitmappery,repo/vue/bitmappery,12,6,6,12,12,19,31,2400.0,12,24,41.67,0.4167,1,False,37.28,0.4167,0.8947,False
repair-vue__code-run-01,vue,javascript,vue/code-run,repo/vue/code-run,12,6,6,12,12,29,41,1800.0,9,35,56.32,0.5833,0.9655,False,48.28,0.5,0.9655,False
repair-vue__cool-admin-vue-01,vue,typescript,cool-team-official/cool-admin-vue,repo/vue/cool-admin-vue,12,7,5,12,12,17,29,1200.0,12,29,47.06,0.5,0.9412,False,39.22,0.4167,0.9412,False
repair-vue__coreui-free-vue-01,vue,javascript,vue/coreui-free-vue,repo/vue/coreui-free-vue,12,0,0,12,12,10,22,900.0,10,26,52.5,0.5833,0.9,False,40,0.5,0.8,False
repair-vue__d2-admin-01,vue,javascript,vue/d2-admin,repo/vue/d2-admin,12,0,0,12,12,25,37,900.0,12,28,56,0.5833,0.96,False,48,0.5,0.96,False
repair-vue__dashy-01,vue,javascript,vue/dashy,repo/vue/dashy,10,6,4,10,12,17,29,1800.0,7,18,58.82,0.6667,0.8824,False,51.47,0.5833,0.8824,False
repair-vue__dmarcguard-01,vue,javascript,vue/dmarcguard,repo/vue/dmarcguard,12,7,5,12,12,20,32,900.0,7,24,52.5,0.5833,0.9,False,58.33,0.5833,1,False
repair-vue__domternal-01,vue,typescript,vue/domternal,repo/vue/domternal,12,7,5,12,12,22,34,3600.0,11,32,41.67,0.4167,1,False,58.33,0.5833,1,False
repair-vue__doppelkopf-01,vue,typescript,hamvocke/doppelkopf,repo/vue/doppelkopf,12,7,5,12,12,26,38,1500.0,10,26,,,,,,,,
repair-vue__dsp-blueprint-editor-01,vue,typescript,vue/dsp-blueprint-editor,repo/vue/dsp-blueprint-editor,12,7,5,12,12,23,35,2400.0,6,24,,,,,,,,
repair-vue__e-card-01,vue,typescript,SmallTeddyGames/e-card,repo/vue/e-card,12,7,5,12,12,21,33,1800.0,10,26,63.49,0.6667,0.9524,False,47.62,0.5,0.9524,False
repair-vue__elegant-admin-01,vue,typescript,vue/elegant-admin,repo/vue/elegant-admin,12,6,6,12,12,22,34,900.0,12,24,,,,,,,,
repair-vue__focustide-01,vue,typescript,vue/focustide,repo/vue/focustide,10,0,0,1,10,17,27,1200.0,9,36,50,0.5,1,False,26.47,0.3,0.8824,False
repair-vue__geeker-admin-01,vue,typescript,vue/geeker-admin,repo/vue/geeker-admin,12,7,5,12,12,22,34,1800.0,6,24,,,,,,,,
repair-vue__gui.for.singbox-01,vue,typescript,vue/gui.for.singbox,repo/vue/gui.for.singbox,12,7,5,12,12,22,34,1200.0,8,22,,,,,,,,
repair-vue__homer-01,vue,javascript,vue/homer,repo/vue/homer,12,7,5,12,12,17,29,900.0,12,28,50,0.5,1,False,29.41,0.3333,0.8824,False
repair-vue__idle-negentropy-war-01,vue,javascript,vue/idle-negentropy-war,repo/vue/idle-negentropy-war,12,7,5,12,12,23,35,900.0,12,24,58.33,0.5833,1,False,58.33,0.5833,1,False
repair-vue__idle-wild-my-survival-saga-01,vue,javascript,vue/idle-wild-my-survival-saga,repo/vue/idle-wild-my-survival-saga,12,0,0,12,12,23,35,900.0,12,24,58.33,0.5833,1,False,50,0.5,1,False
repair-vue__idle-xiuxian-01,vue,javascript,vue/idle-xiuxian,repo/vue/idle-xiuxian,12,0,0,12,12,24,36,900.0,12,24,39.93,0.4167,0.9583,False,31.94,0.3333,0.9583,False
repair-vue__jeecguniapp-01,vue,typescript,vue/jeecguniapp,repo/vue/jeecguniapp,12,7,5,12,12,22,34,2400.0,10,28,,,,,,,,
repair-vue__markdown-online-editor-01,vue,javascript,vue/markdown-online-editor,repo/vue/markdown-online-editor,12,6,6,12,12,17,29,900.0,9,28,31.86,0.4167,0.7647,False,25.49,0.3333,0.7647,False
repair-vue__montage-01,vue,typescript,vue/montage,repo/vue/montage,12,7,5,12,12,20,32,1200.0,5,28,,,,,,,,
repair-vue__naive-ui-admin-01,vue,typescript,vue/naive-ui-admin,repo/vue/naive-ui-admin,12,7,5,12,12,26,38,1200.0,12,24,,,,,,,,
repair-vue__ocular-01,vue,typescript,vue/ocular,repo/vue/ocular,12,7,5,12,12,23,35,1800.0,11,24,,,,,,,,
repair-vue__ogame-vue-ts-01,vue,typescript,vue/ogame-vue-ts,repo/vue/ogame-vue-ts,12,7,5,12,12,23,35,1200.0,12,24,,,,,,,,
repair-vue__profectus-01,vue,typescript,vue/profectus,repo/vue/profectus,12,7,5,12,12,22,34,1080.0,10,26,,,,,,,,
repair-vue__restfox-ui-01,vue,typescript,vue/restfox-ui,repo/vue/restfox-ui,12,0,0,12,12,14,26,900.0,6,28,50,0.5,1,False,38.69,0.4167,0.9286,False
repair-vue__shadcn-vue-admin-01,vue,typescript,vue/shadcn-vue-admin,repo/vue/shadcn-vue-admin,12,7,5,12,12,18,30,900.0,12,24,,,,,,,,
repair-vue__solomd-01,vue,javascript,vue/solomd,repo/vue/solomd,12,0,0,12,12,14,26,900.0,9,31,45.83,0.5833,0.7857,False,0,,,True
repair-vue__synced-lyrics-editor-webapp-v2-01,vue,typescript,obillekyle/synced-lyrics-editor-webapp-v2,repo/vue/synced-lyrics-editor-webapp-v2,12,7,5,12,12,23,35,900.0,1,25,66.67,0.6667,1,False,58.33,0.5833,1,False
repair-vue__tauri-xs-admin-01,vue,typescript,vue/tauri-xs-admin,repo/vue/tauri-xs-admin,12,7,5,12,12,21,33,900.0,12,24,55.56,0.5833,0.9524,False,37.7,0.4167,0.9048,False
repair-vue__threejs-editor-vue-01,vue,javascript,vue/threejs-editor-vue,repo/vue/threejs-editor-vue,12,6,6,12,12,22,34,900.0,3,29,53.03,0.5833,0.9091,False,50,0.5,1,False
repair-vue__uview-pro-01,vue,typescript,anyup/uView-Pro,repo/vue/uview-pro,12,7,5,12,12,17,29,900.0,4,24,47.06,0.5,0.9412,False,47.06,0.5,0.9412,False
repair-vue__variant-form3-01,vue,javascript,vue/variant-form3,repo/vue/variant-form3,12,7,5,12,12,20,32,1500.0,9,26,,,,,,,,
repair-vue__vite-vue3-lowcode-01,vue,typescript,vue/vite-vue3-lowcode,repo/vue/vite-vue3-lowcode,12,7,5,12,12,22,34,3600.0,9,24,,,,,,,,
repair-vue__vue-admin-01,vue,typescript,vue/vue-admin,repo/vue/vue-admin,12,7,5,12,12,23,35,1800.0,9,24,,,,,,,,
repair-vue__vue-admin-box-01,vue,typescript,vue/vue-admin-box,repo/vue/vue-admin-box,12,7,5,12,12,24,36,1800.0,12,25,55.9,0.5833,0.9583,False,50,0.5,1,False
repair-vue__vue-color-avatar-01,vue,typescript,vue/vue-color-avatar,repo/vue/vue-color-avatar,12,6,6,8,16,15,31,900.0,8,52,20.83,0.3125,0.6667,False,50,0.5,1,False
repair-vue__vue-crypto-dashboard-01,vue,javascript,vue/vue-crypto-dashboard,repo/vue/vue-crypto-dashboard,11,6,5,11,16,10,26,1500.0,7,47,55,0.6875,0.8,False,50,0.625,0.8,False
repair-vue__vue-element-admin-01,vue,javascript,vue/vue-element-admin,repo/vue/vue-element-admin,17,0,0,5,23,36,59,1200.0,9,50,52.17,0.5217,1,False,0,0,0.0556,False
repair-vue__vue-fabric-editor-01,vue,typescript,vue/vue-fabric-editor,repo/vue/vue-fabric-editor,12,6,6,12,13,28,41,2400.0,12,35,37.09,0.3846,0.9643,False,29.67,0.3077,0.9643,False
repair-vue__vue-manage-system-01,vue,javascript,vue/vue-manage-system,repo/vue/vue-manage-system,12,10,2,12,12,12,24,1800.0,10,24,66.67,0.6667,1,False,58.33,0.5833,1,False
repair-vue__vue-maze-01,vue,typescript,meganetaaan/vue-maze,repo/vue/vue-maze,12,7,5,12,12,20,32,900.0,5,36,,,,,,,,
repair-vue__vue-pure-admin-01,vue,typescript,vue/vue-pure-admin,repo/vue/vue-pure-admin,12,0,0,12,12,14,26,900.0,9,37,38.69,0.4167,0.9286,False,38.69,0.4167,0.9286,False
repair-vue__vue-tailwind-admin-dashboard-01,vue,typescript,vue/vue-tailwind-admin-dashboard,repo/vue/vue-tailwind-admin-dashboard,12,7,5,12,12,17,29,900.0,12,29,,,,,,,,
repair-vue__vue3-element-admin-01,vue,typescript,vue/vue3-element-admin,repo/vue/vue3-element-admin,12,7,5,12,12,26,38,900.0,12,28,58.33,0.5833,1,False,58.33,0.5833,1,False
